,loss,acc,val_loss,val_acc
0,1.317044734954834,0.5037705302238464,1.0120116472244263,0.625
1,1.0412065982818604,0.6047611832618713,0.9055593013763428,0.6841755509376526
2,0.9530202150344849,0.6403962969779968,0.8575114011764526,0.6781914830207825
3,0.9019255042076111,0.6644980311393738,0.8617582321166992,0.6855053305625916
4,0.8631141185760498,0.6809108257293701,0.7290332913398743,0.7360372543334961
5,0.8298349380493164,0.6916309595108032,0.7097868323326111,0.7267287373542786
6,0.809371829032898,0.7022771239280701,0.6943431496620178,0.7320478558540344
7,0.7953758835792542,0.7048646807670593,0.6842241287231445,0.7460106611251831
8,0.7632915377616882,0.7198728322982788,0.6481550335884094,0.7772606611251831
9,0.7375836372375488,0.7293360829353333,0.6205779314041138,0.779920220375061
10,0.726563572883606,0.7353245615959167,0.6017866134643555,0.7792553305625916
11,0.7078536152839661,0.7400562167167664,0.6030890941619873,0.7832446694374084
12,0.6780402660369873,0.7509241700172424,0.6138611435890198,0.7792553305625916
13,0.6790741682052612,0.7532899379730225,0.6001582741737366,0.7845744490623474
14,0.6736114621162415,0.7536596059799194,0.5986008048057556,0.7832446694374084
15,0.6767628788948059,0.7501848340034485,0.5857135057449341,0.7892287373542786
16,0.6530805826187134,0.7621617913246155,0.5693502426147461,0.7872340679168701
17,0.6392093896865845,0.7657844424247742,0.5655009150505066,0.7938829660415649
18,0.6285610198974609,0.7725861072540283,0.5858266353607178,0.7859042286872864
19,0.6250341534614563,0.7743604779243469,0.5496640205383301,0.8071808218955994
%%Elapsed Time: 28.67m. 
