,loss,acc,val_loss,val_acc
0,1.3368322849273682,0.5028833150863647,1.042962908744812,0.5930851101875305
1,1.0510799884796143,0.6035782694816589,0.8882470726966858,0.676196813583374
2,0.9663276076316833,0.6404702067375183,0.8518763780593872,0.6941489577293396
3,0.9243696928024292,0.6598402857780457,0.793204128742218,0.7127659320831299
4,0.8638681769371033,0.6782492995262146,0.7616420388221741,0.7267287373542786
5,0.8294042944908142,0.6928877830505371,0.7226701378822327,0.7280585169792175
6,0.8070656061172485,0.7026467323303223,0.7119073867797852,0.740026593208313
7,0.7881450057029724,0.7104834914207458,0.744413435459137,0.710106372833252
8,0.7685192823410034,0.7187638878822327,0.675800085067749,0.7353723645210266
9,0.7456385493278503,0.7259352207183838,0.6609559655189514,0.7679521441459656
%%Elapsed Time: 13.74m. 
