,loss,acc,val_loss,val_acc
0,1.1089811325073242,0.5866479277610779,1.1612812280654907,0.616356372833252
1,0.7305690050125122,0.7275617122650146,1.2333632707595825,0.644946813583374
2,0.5565508604049683,0.7962442636489868,0.6995436549186707,0.7593085169792175
3,0.4252499043941498,0.8471832275390625,0.5095024108886719,0.8271276354789734
4,0.3363664746284485,0.8844447731971741,0.4743890166282654,0.842420220375061
5,0.2774820625782013,0.9040366411209106,0.44699329137802124,0.8577127456665039
6,0.2232750505208969,0.9253289699554443,0.3867073059082031,0.8809840679168701
7,0.189421609044075,0.9353097677230835,0.5596869587898254,0.8464095592498779
8,0.16896186769008636,0.9432944059371948,0.38461801409721375,0.8889627456665039
9,0.1581859290599823,0.9498743414878845,0.48244160413742065,0.8823138475418091
%%Elapsed Time: 7.27m. 
