,loss,acc,val_loss,val_acc
0,1.1653704643249512,0.6674185395240784,1.1474599838256836,0.6673387289047241
1,1.1431565284729004,0.669924795627594,1.1335726976394653,0.6668346524238586
2,1.1363450288772583,0.6703007221221924,1.126765251159668,0.6688507795333862
3,1.1290301084518433,0.6705513596534729,1.1187655925750732,0.6688507795333862
4,1.122804045677185,0.6700501441955566,1.1442720890045166,0.6668346524238586
5,1.1248736381530762,0.6695488691329956,1.1100941896438599,0.6658266186714172
6,1.1240532398223877,0.669924795627594,1.1229298114776611,0.6688507795333862
7,1.120491862297058,0.6701754331588745,1.112196922302246,0.6673387289047241
8,1.1212677955627441,0.6696741580963135,1.1089154481887817,0.6673387289047241
9,1.119086503982544,0.6697995066642761,1.1025701761245728,0.6693548560142517
%%Elapsed Time: 6.20m. 
