,loss,acc,val_loss,val_acc
0,0.9960029125213623,0.626423180103302,1.0966097116470337,0.6216755509376526
1,0.664517879486084,0.750110924243927,0.9090811014175415,0.7041223645210266
2,0.4941866397857666,0.8157622218132019,0.752326488494873,0.7473404407501221
3,0.3826955258846283,0.8601212501525879,0.5798385143280029,0.8098404407501221
4,0.29419469833374023,0.8922076225280762,0.44331324100494385,0.855053186416626
5,0.22105616331100464,0.9207452535629272,0.46777886152267456,0.8503989577293396
6,0.18212507665157318,0.9333875775337219,0.38788482546806335,0.8769946694374084
7,0.14776115119457245,0.9479520916938782,0.34574583172798157,0.8956117033958435
8,0.12255300581455231,0.9569717645645142,0.34052446484565735,0.9022606611251831
9,0.10766849666833878,0.962073028087616,0.3796103000640869,0.9002659320831299
%%Elapsed Time: 6.78m. 
