,loss,acc,val_loss,val_acc
0,1.3193318843841553,0.5019961595535278,1.0305628776550293,0.6196808218955994
1,1.0386254787445068,0.6089752912521362,0.9030674695968628,0.6715425252914429
2,0.9570227861404419,0.6418749094009399,0.8836464285850525,0.6768617033958435
3,0.9111307859420776,0.6659766435623169,0.7812750935554504,0.7034574747085571
4,0.8527119755744934,0.6841638088226318,0.9296265244483948,0.634973406791687
5,0.8192002773284912,0.6946621537208557,0.6921818256378174,0.738696813583374
6,0.8022435903549194,0.7029424905776978,0.6951163411140442,0.7539893388748169
7,0.7702682614326477,0.7172113060951233,0.6648668646812439,0.7646276354789734
8,0.7530406713485718,0.7276356816291809,0.655621349811554,0.7652925252914429
9,0.744286835193634,0.7236433625221252,0.6361796259880066,0.7686170339584351
%%Elapsed Time: 15.64m. 
