,loss,acc,val_loss,val_acc
0,1.0489437580108643,0.6085317134857178,0.7654979228973389,0.7154255509376526
1,0.7654781937599182,0.7127014398574829,0.688495934009552,0.7420212626457214
2,0.6385164856910706,0.7631968259811401,0.6221736073493958,0.7559840679168701
3,0.5730042457580566,0.7883335947990417,0.5216072797775269,0.8018617033958435
4,0.5166634917259216,0.8091083765029907,0.5263199210166931,0.8058510422706604
5,0.4616171419620514,0.8348366022109985,0.5308516025543213,0.7972074747085571
6,0.4344348609447479,0.8397900462150574,0.4935678541660309,0.811170220375061
7,0.40479564666748047,0.8477746844291687,0.4411472976207733,0.8364361524581909
8,0.3653392195701599,0.8621913194656372,0.4098258316516876,0.8464095592498779
9,0.3510497212409973,0.8711370825767517,0.41144663095474243,0.852393627166748
%%Elapsed Time: 14.80m. 
